GeneID	GeneName	GeneDescription
AGAP001600		Ser/Thr protein phosphatase/nucleotidase [Source:VB Community Annotation]
AGAP001601		Ser/Thr protein phosphatase/nucleotidase [Source:VB Community Annotation]
AGAP001602		amiloride-sensitive sodium channel, other [Source:VB Community Annotation]
AGAP001603		mitochondrial 18 kDa protein [Source:VB Community Annotation]
AGAP001604		protein-tyrosine phosphatase [Source:VB Community Annotation]
AGAP001606		5-oxoprolinase (ATP-hydrolysing) [Source:VB Community Annotation]
AGAP001608		
AGAP001609		E3 ubiquitin-protein ligase MYLIP [Source:VB Community Annotation]
AGAP001610		
AGAP001611		Diphosphomevalonate decarboxylase [Source:UniProtKB/TrEMBL;Acc:Q7PXV2]
AGAP001612		Peroxisome assembly factor 2 [Source:VB Community Annotation]
AGAP001613		
AGAP001614		
AGAP001615		
AGAP001616		
AGAP001617		Ras-related protein Rab-7A [Source:VB Community Annotation]
AGAP001618		homeobox protein EMX [Source:VB Community Annotation]
AGAP001619		homeobox protein EMX [Source:VB Community Annotation]
AGAP001620		
AGAP001621		proline synthetase co-transcribed homolog [Source:VB Community Annotation]
AGAP001622		myosin light chain 5 [Source:VB Community Annotation]
AGAP001623		
AGAP001624		
AGAP001625		
AGAP001626		
AGAP001627		solute carrier family 7 (cationic amino acid transporter, y+ system) [Source:VB Community Annotation]
AGAP001628		cystinosin homolog [Source:VB Community Annotation]
AGAP001629		
AGAP001630	Tpi	Triosephosphate isomerase [Source:UniProtKB/TrEMBL;Acc:Q7PXW5]
AGAP001631		amiloride-sensitive sodium channel, other [Source:VB Community Annotation]
AGAP001632		
AGAP001633		
AGAP001634		
AGAP001635		sodium-coupled monocarboxylate transporter 2 [Source:VB Community Annotation]
AGAP001636		serine/threonine-protein kinase greatwall [Source:VB Community Annotation]
AGAP001637	sosie	protein sosie [Source:VB Community Annotation]
AGAP001638		
AGAP001639		polyA-binding protein interacting protein [Source:VB Community Annotation]
AGAP001640		
AGAP001643		
AGAP001644		dimethylargininase [Source:VB Community Annotation]
AGAP001645		RNA-binding protein FUS [Source:VB Community Annotation]
AGAP001646		
AGAP001647		
AGAP001648	CLIPB17	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP001649		Glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:Q7PXX9]
AGAP001650		cation transport regulator-like protein 2 [Source:VB Community Annotation]
AGAP001651		26S proteasome regulatory subunit N9 [Source:VB Community Annotation]
AGAP001652		lipase [Source:VB Community Annotation]
AGAP001653		NADH dehydrogenase (ubiquinone) Fe-S protein 1 [Source:VB Community Annotation]
AGAP001654		Histone deacetylase complex subunit SAP30 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PXY4]
AGAP001655		
AGAP001656		ribosomal RNA-processing protein 7 [Source:VB Community Annotation]
AGAP001657		hexamerin [Source:VB Community Annotation]
AGAP001658		Beat-VI [Source:VB Community Annotation]
AGAP001659		hexamerin [Source:VB Community Annotation]
AGAP001660		ciliary dynein heavy chain [Source:VB Community Annotation]
AGAP001661		
AGAP001662		
AGAP001664	CPR1	cuticular protein RR-2 family 1 [Source:VB Community Annotation]
AGAP001665	CPR2	cuticular protein RR-2 family 2 [Source:VB Community Annotation]
AGAP001666	CPR3	cuticular protein RR-2 family 3 [Source:VB Community Annotation]
AGAP001667	CPR4	cuticular protein RR-2 family 4 [Source:VB Community Annotation]
AGAP001668	CPR5	cuticular protein RR-2 family 5 [Source:VB Community Annotation]
AGAP001669	CPR6	cuticular protein RR-2 family 6 [Source:VB Community Annotation]
AGAP001670		translation initiation factor IF-2 [Source:VB Community Annotation]
AGAP001671		forkhead box protein A2, hepatocyte nuclear factor 3-beta [Source:VB Community Annotation]
AGAP001672		Kl-5 beta dynein heavy chain [Source:VB Community Annotation]
AGAP001674		sidestep [Source:VB Community Annotation]
AGAP001675		
AGAP001676		actin, cytoplasmic [Source:VB Community Annotation]
AGAP001677		
AGAP001680		
AGAP001681		ubiquitin conjugation factor E4 A [Source:VB Community Annotation]
AGAP001682		mitochondrial inner membrane protease subunit 1 [Source:VB Community Annotation]
AGAP001683		calcium/calmodulin-dependent serine protein kinase [Source:VB Community Annotation]
AGAP001684		Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:Q7PY02]
AGAP001685		nuclear pore complex protein Nup107 [Source:VB Community Annotation]
AGAP001686		U6 snRNA-associated Sm-like protein LSm1 [Source:VB Community Annotation]
AGAP001687		
AGAP001688		alpha-1,4-N-acetylglucosaminyltransferase EXTL3 [Source:VB Community Annotation]
AGAP001690		regulating synaptic membrane exocytosis protein 2 [Source:VB Community Annotation]
AGAP001694	Exo4	exocyst complex component 4 [Source:VB Community Annotation]
AGAP001695		
AGAP001696		signal peptidase, endoplasmic reticulum-type [Source:VB Community Annotation]
AGAP001697		20S proteasome subunit beta 3 [Source:VB Community Annotation]
AGAP001698		
AGAP001699		fatty-acid amide hydrolase 2 [Source:VB Community Annotation]
AGAP001700		translational activator GCN1 [Source:VB Community Annotation]
AGAP001701		Small ubiquitin-related modifier [Source:UniProtKB/TrEMBL;Acc:Q7PY16]
AGAP001702		
AGAP001703		AP-2 complex subunit sigma [Source:VB Community Annotation]
AGAP001704		isopentenyl-diphosphate delta-isomerase [Source:VB Community Annotation]
AGAP001705		
AGAP001706		
AGAP001707		
AGAP001708		
AGAP001710		PAX-interacting protein 1 [Source:VB Community Annotation]
AGAP001711		NADH dehydrogenase (ubiquinone) Fe-S protein 8 [Source:VB Community Annotation]
AGAP001712		actin related protein 2/3 complex, subunit 3 [Source:VB Community Annotation]
AGAP001713		stearoyl-CoA desaturase (delta-9 desaturase) [Source:VB Community Annotation]
AGAP001715		enoyl-CoA hydratase echA5 [Source:VB Community Annotation]
AGAP001716		tubby [Source:VB Community Annotation]
AGAP001717		
AGAP001718		
AGAP001719		
AGAP001720		RrnaAD, ribosomal RNA adenine dimethylase [Source:VB Community Annotation]
AGAP001721		translocon-associated protein subunit alpha [Source:VB Community Annotation]
AGAP001722		Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:Q7PY29]
AGAP001723	COEAE1A	carboxylesterase alpha esterase [Source:VB Community Annotation]
AGAP001724	Sply	sphingosine-1-phosphate lyase [Source:VB Community Annotation]
AGAP001725		
AGAP001726		
AGAP001727		
AGAP001728		
AGAP001729		protein farnesyltransferase subunit beta [Source:VB Community Annotation]
AGAP001730		cyclin G2 [Source:VB Community Annotation]
AGAP001731		F-box protein 11 [Source:VB Community Annotation]
AGAP001732		hemomucin [Source:VB Community Annotation]
AGAP001733	Exo2	exocyst complex component 2 [Source:VB Community Annotation]
AGAP001734		nicastrin [Source:VB Community Annotation]
AGAP001735		RIB43A domain with coiled-coils 1 [Source:VB Community Annotation]
AGAP001736		histone deacetylase 11 [Source:VB Community Annotation]
AGAP001737		adenylyltransferase and sulfurtransferase MOCS3 Molybdopterin-synthase adenylyltransferase Molybdopterin-synthase sulfurtransferase [Source:VB Community Annotation]
AGAP001738	mRpL1	39S ribosomal protein L1, mitochondrial [Source:VB Community Annotation]
AGAP001740		
AGAP001741		
AGAP001742		
AGAP001743		estrogen-related receptor ERR [Source:VB Community Annotation]
AGAP001744		cytochrome c oxidase assembly protein subunit 15 [Source:VB Community Annotation]
AGAP001745		26S proteasome regulatory subunit RPN2 [Source:VB Community Annotation]
AGAP001746		
AGAP001747		Ubiquitin domain-containing protein [Source:VB Community Annotation]
AGAP001748		chitin synthase [Source:VB Community Annotation]
AGAP001749		Stromal cell-derived factor 2 [Source:VB Community Annotation]
AGAP001750		
AGAP001751		Oxidation resistance protein [Source:VB Community Annotation]
AGAP001752		SNF related kinase [Source:VB Community Annotation]
AGAP001753		15-hydroxyprostaglandin dehydrogenase (NAD) [Source:VB Community Annotation]
AGAP001754		nucleoprotein TPR [Source:VB Community Annotation]
AGAP001756		solute carrier family 44, member 3 [Source:VB Community Annotation]
AGAP001757		
AGAP001759		protein transport protein SEC23 [Source:VB Community Annotation]
AGAP001760		protein phosphatase 3, regulatory subunit [Source:VB Community Annotation]
AGAP001761		ceramide synthetase [Source:VB Community Annotation]
AGAP001762	APG9	autophagy related gene [Source:VB Community Annotation]
AGAP001763		solute carrier family 27 (fatty acid transporter), member 1/4 [Source:VB Community Annotation]
AGAP001764		pancreatic triacylglycerol lipase [Source:VB Community Annotation]
AGAP001765		golgin subfamily A member 1 [Source:VB Community Annotation]
AGAP001766		beat protein [Source:VB Community Annotation]
AGAP001767		Peptidase (mitochondrial processing) beta [Source:VB Community Annotation]
AGAP001768		gamma-interferon-inducible lysosomal thiol reductase [Source:VB Community Annotation]
AGAP001769		beat protein [Source:VB Community Annotation]
AGAP001773	GPRALS2	putative allatostatin receptor 2 [Source:VB Community Annotation]
AGAP001774		allatostatin receptor [Source:VB Community Annotation]
AGAP001775	ABCC2	ATP-binding cassette transporter (ABC transporter) family C member 2 [Source:VB Community Annotation]
AGAP001776		
AGAP001777	ABCC1	ATP-binding cassette transporter (ABC transporter) family C member 1 [Source:VB Community Annotation]
AGAP001778		
AGAP001779		
AGAP001780		E3 ubiquitin-protein ligase EDD1 [Source:VB Community Annotation]
AGAP001781		
AGAP001782		
AGAP001783		microtubule-severing ATPase [Source:VB Community Annotation]
AGAP001786		AT-rich interactive domain-containing protein 1 [Source:VB Community Annotation]
AGAP001787		
AGAP001788		M-type 9 protein [Source:VB Community Annotation]
AGAP001789		(methionine synthase) reductase [Source:VB Community Annotation]
AGAP001790		p21-activated kinase 1 [Source:VB Community Annotation]
AGAP001791	Nep2	neprilysin, neutral endopeptidase 2 [Source:VB Community Annotation]
AGAP001792		
AGAP001793		aurora kinase A [Source:VB Community Annotation]
AGAP001794		
AGAP001795		mortality factor 4-like protein 1 [Source:VB Community Annotation]
AGAP001796		
AGAP001797		Tropomyosin 1 [Source:VB Community Annotation]
AGAP001798		
AGAP001799		tropomyosin 1 [Source:VB Community Annotation]
AGAP001800		Synaptotagmin [Source:VB Community Annotation]
AGAP001801		DTW domain-containing protein 2 [Source:VB Community Annotation]
AGAP001802		mitofusin [Source:VB Community Annotation]
AGAP001803		
AGAP001804	Nmt	N-myristoyl transferase [Source:VB Community Annotation]
AGAP001805	RpL13	60S ribosomal protein L13 [Source:UniProtKB/TrEMBL;Acc:Q7PUQ7]
AGAP001806		
AGAP001807	GPRGPH	putative glycoprotein hormone gph-like receptor [Source:VB Community Annotation]
AGAP001809		tetratricopeptide repeat domain 26 [Source:VB Community Annotation]
AGAP001810		DnaJ homolog subfamily B [Source:VB Community Annotation]
AGAP001811	IR75h.1	ionotropic receptor IR75h.1 [Source:VB Community Annotation]
AGAP001812	IR75h.2	ionotropic receptor IR75h.2 [Source:VB Community Annotation]
AGAP001813		Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q7PUQ8]
AGAP001814		cytosolic carboxypeptidase 6 [Source:VB Community Annotation]
AGAP001815		
AGAP001816		homeobox prox 1 [Source:VB Community Annotation]
AGAP001817		
AGAP001818		homeobox prox 1 [Source:VB Community Annotation]
AGAP001819		
AGAP001820		TATA-binding protein-associated factor [Source:VB Community Annotation]
AGAP001821		
AGAP001822		
AGAP001823	VATG	V-type H+-transporting ATPase subunit G [Source:VB Community Annotation]
AGAP001824		
AGAP001825		salivary lipase [Source:VB Community Annotation]
AGAP001826	Lp	lipophorin [Source:VB Community Annotation]
AGAP001827		hypoxia up-regulated 1 [Source:VB Community Annotation]
AGAP001828		
AGAP001854		N-glycosylase/DNA lyase [Source:VB Community Annotation]
AGAP001856	PER	period circadian protein [Source:VB Community Annotation]
AGAP001859		DnaJ homolog subfamily B member 14 [Source:VB Community Annotation]
AGAP001861	CYP4H14	cytochrome P450 [Source:VB Community Annotation]
AGAP001862	GPRNNA1	putative GPCR class a orphan receptor 1 [Source:VB Community Annotation]
AGAP001863		
AGAP001864	CYP4H15	cytochrome P450 [Source:VB Community Annotation]
AGAP001865	mRpL17	39S ribosomal protein L17, mitochondrial [Source:VB Community Annotation]
AGAP001866		
AGAP001867		mitogen-activated protein kinase kinase 7 [Source:VB Community Annotation]
AGAP001870		solute carrier family 7 (L-type amino acid transporter), member 9 [Source:VB Community Annotation]
AGAP001871		Ro ribonucleoprotein autoantigen [Source:VB Community Annotation]
AGAP001872		U3 small nucleolar RNA-associated protein 19 [Source:VB Community Annotation]
AGAP001873		
AGAP001874		Ras-related protein Rap-1A [Source:VB Community Annotation]
AGAP001877		
AGAP001878		peptide alpha-N-acetyltransferase [Source:VB Community Annotation]
AGAP001879		pre-mRNA-splicing factor CLF1 [Source:VB Community Annotation]
AGAP001880		bZIP factor, other [Source:VB Community Annotation]
AGAP001881		protease m1 zinc metalloprotease [Source:VB Community Annotation]
AGAP001882		E3 ubiquitin-protein ligase NRDP1 [Source:VB Community Annotation]
AGAP001883		ELAV (embryonic lethal, abnormal vision Drosophila)-like [Source:VB Community Annotation]
AGAP001884		fumarate hydratase, class II [Source:VB Community Annotation]
AGAP001885		WD repeat-containing protein 79 [Source:VB Community Annotation]
AGAP001886		
AGAP001887		biogenesis of lysosome-related organelles complex 1 subunit 1 [Source:VB Community Annotation]
AGAP001888		Alpha-(1,6)-fucosyltransferase [Source:UniProtKB/TrEMBL;Acc:Q7PYD8]
AGAP001889		
AGAP001890		
AGAP001891		arrestin domain-containing protein 3 [Source:VB Community Annotation]
AGAP001892		arrestin domain-containing protein 3 [Source:VB Community Annotation]
AGAP001893		
AGAP001894		arrestin domain-containing protein 3 [Source:VB Community Annotation]
AGAP001895		F-box and leucine-rich repeat protein 10/11 [Source:VB Community Annotation]
AGAP001896		
AGAP001897		centromere protein J [Source:VB Community Annotation]
AGAP001898	mRpL44	39S ribosomal protein L44, mitochondrial [Source:VB Community Annotation]
AGAP001899		fatty acid synthase, animal type [Source:VB Community Annotation]
AGAP001900		de-etiolated-1 [Source:VB Community Annotation]
AGAP001901		DNA helicase MCM9 [Source:VB Community Annotation]
AGAP001902	Rheb	GTP-binding protein Rheb [Source:VB Community Annotation]
AGAP001903	Mdh2	NAD-dependent malate dehydrogenase [Source:VB Community Annotation]
AGAP001905		zinc finger RNA-binding protein [Source:VB Community Annotation]
AGAP001907		
AGAP001908		glyceronephosphate O-acyltransferase [Source:VB Community Annotation]
AGAP001909		
AGAP001910	RpS3	40S ribosomal protein S3 [Source:VB Community Annotation]
AGAP001911	RpL6	60S ribosomal protein L6 [Source:VB Community Annotation]
AGAP001912	Or8	odorant receptor 8 [Source:VB Community Annotation]
AGAP001913		histamine-gated chloride channel [Source:VB Community Annotation]
AGAP001914		cell division cycle protein 37 [Source:VB Community Annotation]
AGAP001915	Gr24	gustatory receptor 24 [Source:VB Community Annotation]
AGAP001916		
AGAP001917		Male specific lethal 3 [Source:VB Community Annotation]
AGAP001918		microfibrillar-associated protein 1 [Source:VB Community Annotation]
AGAP001919		protein disulfide-isomerase A6 [Source:VB Community Annotation]
AGAP001923		solute carrier family 38 (sodium-coupled neutral amino acid transporter) [Source:VB Community Annotation]
AGAP001924		
AGAP001925		
AGAP001928		nucleosome assembly protein 1-like 1 [Source:VB Community Annotation]
AGAP001929		DNA polymerase alpha subunit A [Source:VB Community Annotation]
AGAP001930		heterogeneous nuclear ribonucleoprotein 27C [Source:VB Community Annotation]
AGAP001931		Six-cysteine containing astacin protease 3 [Source:VB Community Annotation]
AGAP001932		metalloendopeptidase [Source:VB Community Annotation]
AGAP001933		kinase [Source:VB Community Annotation]
AGAP001934		
AGAP001935		
AGAP001936		phosphatidylinositol phospholipase C, beta [Source:VB Community Annotation]
AGAP001937	mRpL33	39S ribosomal protein L33, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q7PYH1]
AGAP001938		bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 [Source:VB Community Annotation]
AGAP001939		maltase [Source:VB Community Annotation]
AGAP001940		
AGAP001941		phosphatidic acid phosphatase type 2 domain-containing protein 1B [Source:VB Community Annotation]
AGAP001942		
AGAP001943		
AGAP001944		F-box and WD-40 domain protein 1/11 [Source:VB Community Annotation]
