GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Gou_v_Moz_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	GeneName	GeneDescription
AGAP007882	0.013	0.183	0.005	0.034	0.525	0.556	0.067	0.559	0.567	0.11	0.198	0.236	0.447	0.141	0.219	0.867	0.765	0.482	0.057	0.203	0	0	0	0.717	0.993	0.99	0.584	0.555	""	ribosome maturation protein SBDS [Source:VB Community Annotation]
AGAP000497	0.013	0.097	0.054	0.025	0.268	0.023	0.071	0.429	0.007	0.597	0.189	0.602	0.156	0.484	0.229	0.521	0.258	0.018	0.958	0.634	0.916	0.271	0.733	0	0.1	0.009	0.004	0.002	""	""
AGAP007060	0.013	0.079	0.173	0.026	0.563	0.035	0.005	0.038	0.004	0.045	0.002	0.018	0	0.143	0.012	0.001	0.709	0.652					0.622	0.878	0.289	0.338	0.454	0.976	""	""
AGAP001856	0.013	0	0.023	0.782	0	0.961	0.228	0.564	0	0.001	0.004	0.145	0.209	0	0	0	0	0	0	0.251	0	0.033	0.006	0	0	0	0	0	PER	period circadian protein [Source:VB Community Annotation]
AGAP027997	0.013	0.319	0.501	0	0.026	0	0	0	0	0.937	0	0.277	0.004	0.75	0.01	0.515	0.229	0.379	0	0.014	0.015	0.003	0.001	0.443	0.408	0	0.035	0.019	""	""
AGAP006868	0.013	0	0.506	0	0.141	0.54	0.069	0	0	0.001	0	0	0	0	0	0.005	0.835	0	0	0.001	0	0.177	0.001	0.731	0.389	0.612	0.946	0.936	CPR140	cuticular protein RR-1 family 140 [Source:VB Community Annotation]
AGAP004527	0.013	0.894	0.83	0.457	0.075	0.956	0.894	0.459	0.498	0.737	0.64	0.461	0.902	0.526	0.991	0.417	0.194	0.984	0.91	0.34	0.354	0.267	0.806	0.042	0.019	0.339	0.684	0.234	""	N-acylneuraminate cytidylyltransferase [Source:VB Community Annotation]
AGAP000366	0.013	0.603	0	0.612	0.071	0.012	0.957	0.005	0.004	0.534	0	0.242	0	0.652	0.001	0	0	0	0	0	0	0.471	0.211	0.757	0.673	0.937	0.999	0.843	""	""
AGAP003340	0.013	0.552	0.421	0.036	0.123	0.052	0.001	0.531		0.622	0.41	0.817	0.167	0.824	0.273	0	0.03	0	0.002	0.591	0.926	0.593	0.434	0.414	0.579	0.848	0.753	0.673	""	""
AGAP004686	0.013	0.58	0	0.412	0.916	0.557	0.96	0.777	0.742	0.201	0.338	0.857	0.11	0.891	0.003	0.004	0	0.21	0.32	0.009	0.187	0.001	0.327	0.087	0.494	0.215	0.721	0.316	""	""
AGAP002672	0.014	0.079	0.461	0	0.078	0.824	0.082	0.226	0.701	0	0.056	0.116	0.759	0	0.233	0.926	0.271	0.225	0.059	0.006	0.22	0.127	0.056	0.057	0.127	0.058	0.04	0.173	""	""
AGAP011205	0.014	0.811	0.039	0	0.025	0.14	0.943	0.892	0.739	0	0.185	0.043	0.001	0.001	0.094	0.063	0.06	0	0	0.031	0	0.022	0.004	0.001	0.412	0.003	0.005	0.01	""	""
AGAP010611	0.014	0.028	0.956	0.546	0.851	0.989	0.18	0.973	0.328	0.097	0.124	0.107	0.115	0.075	0.092	0.625	0.755	0.02	0.178	0.052	0.621	0.752	0	0.074	0.784	0.151	0.376	0.913	""	""
AGAP013495	0.014	0.051	0.273	0	0.056	0.096	0	0.077	0.152	0.116	0.591	0.01	0.29	0	0.08	0.948	0.405	0.145	0.01	0.002	0	0.002	0.05	0.972	0.674	0.745	0.797	0.872	""	""
AGAP005351	0.014	0.71	0.001	0.127	0.001	0.107	0.001	0.967	0.448	0.251	0.782	0.868	0.569	0.09	0.486	0.719	0.788	0.001	0.421	0.433	0.052	0.233	0.089	0.337	0.484	0.194	0.302	0.196	""	DEAD box polypeptide 5 [Source:VB Community Annotation]
AGAP006947	0.014	0.203	0	0.178	0.241	0.584	0.284	0.847	0.794	0.834	0	0.214	0	0.239	0	0.003	0	0.003	0.847	0.361	0.751	0	0.107	0	0.045	0	0.038	0	""	""
AGAP010544	0.014	0.443	0.186	0.131	0.966	0.883	0.141	0.352	0.377	0.898	0	0.861	0	0.738	0	0.979	0.41	0.088	0.289	0.378	0.302	0.57	0.038	0.123	0.549	0.358	0.114	0.507	""	cell cycle arrest protein BUB3 [Source:VB Community Annotation]
AGAP028528	0.014	0.3	0.362	0.467	0.65	0.919	0.242	0.419	0.21	0.463	0.433	0.576	0.512	0.901	0.889	0.803	0.322	0.97	0.744	0.748	0.874	0.987	0.068	0.786	0.979	0.105	0.51	0.406	""	""
AGAP007696	0.014	0.064	0	0	0.718	0.954	0	0.005	0	0.977	0.037	0.797	0.027	0.258	0.012	0	0	0	0.148	0.012	0.21	0.227	0.277	0	0.084	0.031	0.001	0.004	""	DNA-binding protein inhibitor ID [Source:VB Community Annotation]
AGAP008281	0.014	0	0.996	0	0	0	0.823	0	0	0	0.735	0	0.104	0	0.476	0	0.199	0.231	0	0.004	0	0	0	0	0.067	0	0.008	0.455	D7r4	D7 short form salivary protein [Source:VB Community Annotation]
AGAP002004	0.014	0.369	0.001	0	0	0.036	0.098	0.066	0.006	0.351	0	0.036	0	0.287	0	0	0	0.412	0.821	0.296	0.939	0.052	0.279	0.164	0.561	0.002	0.032	0.003	""	nuclear RNA export factor 1/2 [Source:VB Community Annotation]
AGAP005110	0.014	0.504	0.039	0.002	0.714	0.736	0.234	0.091	0.18	0.313	0.498	0.239	0.306	0.308	0.439	0.01	0.546	0.267	0	0.064	0.002	0.165	0.394	0.04	0.183	0.679	0.298	0.621	Actincytosk	""
AGAP008836	0.014	0.022	0.767	0.178	0	0.792	0.516	0.404	0.884	0.321	0	0.317	0	0.457	0.001	0.376	0.027	0.075	0.006	0.027	0.004	0.952	0.505	0	0.016	0.001	0	0	""	crossover junction endonuclease MUS81 [Source:VB Community Annotation]
AGAP001939	0.014	0.164	0.981	0.004	0.085	0.566	0.015	0.806	0.465	0.008	0.451	0.006	0.327	0.015	0.45	0.581	0.426	0	0.007	0.833	0.442	0.831	0.007	0.011	0.785	0.037	0.997	0.014	""	maltase [Source:VB Community Annotation]
AGAP004012	0.014	0.803	0.181	0.811	0.09	0.618	0.371	0.223	0.879	0.271	0.194	0.119	0.074	0.549	0.39	0.832	0.753	0.004			0.291		0.999	0.168	0.002	0.074	0.103	0.001	""	katanin p60 ATPase-containing subunit [Source:VB Community Annotation]
AGAP004399	0.014	0.961	0	0	0.21	0.156	0.531	0.094	0.478	0.019	0.052	0.045	0.126	0.027	0.048	0.368	0.383	0	0.568	0.103	0.564	0	0.186	0.065	0.124	0.369	0.773	0.528	Pgm	phosphoglycerate mutase [Source:VB Community Annotation]
AGAP000853	0.014	0.046	0.002	0.428	0.002	0.883	0.016	0.149	0.014	0.995	0.081	0.775	0.028	0.113	0.003	0.25	0.177	0	0	0	0	0.035	0.725	0.436	0.16	0.145	0.269	0.21	""	gamma-glutamyltranspeptidase [Source:VB Community Annotation]
AGAP009082	0.014	0.406	0.387	0.001	0.006	0.403	0.092	0.633	0.028	0.859	0.51	0.98	0.224	0.372	0.805	0.677	0.313	0	0	0.043	0	0.348	0.135	0	0.085	0.278	0.032	0.005	DOX-A2	26S proteasome non-ATPase regulatory subunit 3 [Source:VB Community Annotation]
AGAP005412	0.014	0.067	0.252	0.162	0.33	0.951	0.161	0.334	0.533	0.29	0.744	0.563	0.861	0.322	0.891	0.05	0.664	0	0.972	0.63	0.478	0	0.639	0.157	0.28	0.009	0.058	0.805	""	""
AGAP012084	0.014	0.952	0.001	0.24	0.687	0.81	0.927	0.726	0.851	0.155	0.069	0.852	0	0.441	0.384	0.788	0.108	0.003	0.346	0.201	0.167	0.261	0	0	0.216	0.297	0.288	0.225	""	DNA-directed RNA polymerase I subunit RPA43 [Source:VB Community Annotation]
AGAP001766	0.014	0.114	0	0	0	0.886	0.002	0.099	0.026	0.997	0.024	0.303	0	0.204	0.006	0.004	0.24	0	0.005	0.041	0.001	0	0.724	0.244	0.255	0.572	0.604	0.102	""	beat protein [Source:VB Community Annotation]
AGAP008736	0.014	0.249	0.187	0.066	0.008	0.934	0.112	0.008	0.511	0.81	0.001	0.61	0	0.291	0	0.003	0.343	0	0.697	0.68	0.584	0.901	0.409	0.036	0.776	0.661	0.868	0.554	""	""
AGAP013437	0.015	0.801	0.495	0	0	0.688	0.401	0.639	0.33	0.805	0.58	0.495	0.864	0.333	0.971	0.11	0.945	0	0.029	0.105	0.034	0.991	0.562	0.033	0.464	0.755	0.488	0.484	""	""
AGAP011505	0.015	0.371	0.867	0	0.003	0	0.37	0	0.002	0.169	0.474	0.038	0.182	0	0.004	0	0.021	0.84	0	0.002	0	0.91	0.034	0	0.086	0.904	0.499	0.92	""	""
AGAP003619	0.015	0	0.562	0.003	0.041	0.688	0.003	0	0.001	0	0.774	0	0.543	0	0.476	0.237	0.762	0	0.147	0.64	0.028	0.177	0	0.136	0.233	0.212	0.398	0.805	""	transcription elongation factor SPT6 [Source:VB Community Annotation]
AGAP012138	0.015	0.737	0.016	0	0.003	0.936	0.241	0.911	0.572	0.265	0.043	0.305	0.101	0.748	0.49	0.608	0.199	0.72	0.003	0.016	0.006	0.469	0.042	0.203	0.575	0.911	0.587	0.768	RpL21	60S ribosomal protein L21 [Source:VB Community Annotation]
AGAP004167	0.015	0	0.652	0	0	0	0	0.025	0.033	0.688	0.839	0.104	0.246	0.573	0.659	0	0.047	0	0.05	0.084	0	0.667	0.596	0.054	0.192	0.034	0.223	0.301	""	""
AGAP001744	0.015	0.809	0.292	0	0.826	0.883	0.723	0.231	0.01	0.044	0.161	0.085	0.301	0.684	0.281	0.241	0.451	0	0.641	0.036	0.739	0.002	0.003	0.016	0.008	0.006	0.005	0.002	""	cytochrome c oxidase assembly protein subunit 15 [Source:VB Community Annotation]
AGAP004615	0.015	0.54	0.014	0	0.01	0.522	0.158	0.211	0.599	0.553	0	0.17	0	0.001	0	0.06	0.68	0.417	0.222	0.11	0.165	0	0.149	0.578	0.328	0.454	0.567	0.384	""	DNA polymerase epsilon subunit 1 [Source:VB Community Annotation]
AGAP003665	0.015	0.046	0.106	0.06	0.067	0.007	0.142	0.097	0.001	0.611	0.917	0.958	0.65	0.306	0.1	0.62	0	0	0.91	0.876	0.724		0.902	0.28	0.976	0.261	0.575	0.502	""	""
AGAP009702	0.015	0.829	0.012	0.516	0.297	0.654	0.406	0.365	0.034	0.74	0.128	0.251	0.004	0.941	0.332	0.55	0.127	0.068	0.011	0.073	0.117	0.17	0.015	0	0.046	0	0	0	""	GTP-binding protein [Source:VB Community Annotation]
AGAP004351	0.015	0.772	0	0.07	0.002	0.018	0.427	0.011	0	0.848	0.276	0.584	0.134	0.219	0.026	0	0.236	0.004	0.011	0.001	0.022	0.155	0.148	0.412	0.28	0.565	0.445	0.509	""	ATP-dependent RNA helicase DDX43 [Source:VB Community Annotation]
AGAP003197	0.015	0.083	0	0.453	0	0.332	0.002	0	0	0.295	0.001	0.134	0.002	0.479	0.074	0.001	0.057	0	0.559	0.909	0.516	0	0.026	0.047	0.937	0.181	0.439	0.123	""	fatty acyl-CoA elongase [Source:VB Community Annotation]
AGAP006185	0.015	0.985	0	0.54	0.631	0.78	0.894	0.835	0.996	0.249	0.502	0.347	0	0.917	0.032	0	0.001	0.003	0.668	0.635	0.884	0.836	0.087	0.205	0.993	0.302	0.405	0.097	""	""
AGAP008542	0.015	0.938	0.335	0.175	0.006	0.646	0.924	0.317	0.755	0.777	0.429	0.791	0.445	0.967	0.568	0.362	0.181	0.462	0.007	0.055	0.905	0	0.001	0.247	0.348	0.42	0.649	0.669	""	abhydrolase domain-containing protein 2 [Source:VB Community Annotation]
AGAP008114	0.015	0.1	0.013	0.876	0.55		0.722			0.784	0.914	0.645	0.987	0.504	0.678	0.035	0.89	0.369					0.75	0.407	0.704	0.133	0.116	0.225	Or22	odorant receptor 22 [Source:VB Community Annotation]
AGAP008622	0.015	0.876	0.831	0	0			0.418		0.143	0	0.513	0.005	0.001	0	0.165	0.031	0	0	0.012	0	0.001	0.132	0.28	0.965	0.12	0.034	0.334	""	Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYS5]
AGAP009590	0.015	0.018	0.002	0	0	0.863	0.904	0.891	0.845	0.977	0.888	0.953	0.862	0.83		0	0.001	0.654	0.791	0.911	0.987	0.667	0.009	0.104		0.998	0.859	0.678	""	amiloride-sensitive sodium channel, other [Source:VB Community Annotation]
AGAP028421	0.015	0.814	0.128	0.866	0.866	0.049	0.32	0.178	0.143	0.937	0.513	0.548	0.12	0.597	0.125	0.112	0.085	0.306	0.029	0.189	0.013	0.562	0.355	0.074	0.74	0.857	0.773	0.582	""	""
AGAP010984	0.015	0.852	0.006	0.012	0.107	0.973	0.49	0.633	0.871	0.579	0	0.117	0.001	0.008	0.021	0.991	0.019	0.674	0	0.046	0	0.083	0	0.278	0.075	0.157	0.228	0.081	""	transcription initiation factor TFIIH subunit 4 [Source:VB Community Annotation]
AGAP001276	0.015	0	0.765	0	0.001	0.225	0.274	0.117	0.004	0	0.523	0.001	0.974	0	0.392	0.776	0.069	0.001	0.028	0.124	0.02	0.98	0.521	0.862	0.68	0.859	0.872	0.998	""	asparaginyl-tRNA synthetase [Source:VB Community Annotation]
AGAP007980	0.015	0	0.587	0	0.006	0.521	0.418	0.007	0.465	0.858	0.062	0.144	0	0.599	0.01	0	0.873	0	0	0	0	0.422	0.084	0.449		0.9	0.927	0.297	CPCFC1	cuticular protein CPCFC family (CPCFC1) [Source:VB Community Annotation]
AGAP007299	0.015	0.039	0.002	0.201	0.215	0.303	0.748	0.974	0.639	0.707	0.002	0.086	0	0.007	0	0.032	0.008	0.031	0.018	0.064	0.474	0.363	0.006	0.001	0.163	0.62	0.867	0.571	""	""
AGAP009939	0.015	0.951	0.954	0	0.084	0.014	0.792	0.755	0.657	0.164	0.003	0.154	0.002	0.1	0.001	0.55	0.136	0.194	0.181	0.506	0.381	0.007	0.875	0.135	0.927	0.066	0.233	0.061	""	""
AGAP002569	0.015	0.356	0	0.103	0.049	0.588	0.304	0.628	0.705	0.003	0	0.01	0	0.014	0	0.238	0.729	0.037	0.022	0.027	0.017	0.504	0.012	0.014	0.453	0.042	0.522	0.358	""	serine incorporator 1 [Source:VB Community Annotation]
AGAP007208	0.015	0	0	0.467	0.08	0.804	0.89	0.868	0.889	0.253	0	0.067	0	0.131	0	0.553	0.004	0.062	0.508	0.879	0.027	0.011	0.003	0	0.07	0.001	0.004	0.135	""	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11 [Source:VB Community Annotation]
AGAP010063	0.015	0.943	0.618	0.061	0.87	0.082	0.249	0.168	0.09	0.804	0.925	0.571	0.684	0.983	0.862	0.715	0.206	0	0.183	0.511	0.244	0.726	0.939	0	0.004	0.001	0.005	0	""	""
AGAP001005	0.015	0.751	0.061	0.021	0.42	0.789	0.413			0.963	0.891	0.987	0.826	0.827		0.002	0.793	0.535	0.063	0.267	0.644	0.9	0.151	0.137	0.801	0.849	0.784	0.68	""	""
AGAP003446	0.015	0.445	0.222	0	0.002	0.297	0.599	0.243	0.019	0.335	0.022	0.385	0.015	0.585	0.058	0.113	0.556	0.001	0.003	0.104	0.01	0.01	0.424	0	0.004	0	0	0	""	""
AGAP003890	0.015	0.243	0.001	0	0.055	0.358	0.305	0.129	0.319	0.306	0.748	0.763	0.15	0.953	0.089	0.173	0.146	0	0.293	0.71	0.016	0.007	0	0.704	0.276	0.003	0.552	0.001	""	U3 small nucleolar ribonucleoprotein protein IMP4 [Source:VB Community Annotation]
AGAP001682	0.016	0.007	0.002	0	0.087	0.648	0.179	0.28	0	0.144	0.786	0.103	0.787	0.649	0.408	0.994	0.291	0.688	0.005	0.02	0.559	0.216	0.898	0.719	0.725	0.473	0.693	0.635	""	mitochondrial inner membrane protease subunit 1 [Source:VB Community Annotation]
AGAP003925	0.016	0.963	0.575	0.859	0.413	0.302	0.179	0.715	0.519	0.026	0.147	0.051	0.206	0.024	0.14	0.05	0.71	0	0.106	0.177	0.021	0.315	0.086	0.001	0.18	0.12	0.192	0.908	""	kinesin family member 1/13/14 [Source:VB Community Annotation]
AGAP011533	0.016	0.001	0.998	0.113	0.773	0.264	0.045	0.041	0.024	0.427	0.813	0.253	0.575	0.051	0.206	0.506	0.928	0.644	0.067	0.017	0.214	0.001	0.17	0.003	0.132	0.024	0.596	0.001	""	tetratricopeptide repeat protein 15 [Source:VB Community Annotation]
AGAP010655	0.016	0.001	0.16	0.992	0.142	0.521	0.422	0.546	0.29	0.063	0.215	0.14	0.028	0.019	0.258	0.649	0.568	0.337	0.004	0.007	0.746	0.412	0.36	0.003	0.151	0.191	0.298	0.589	""	""
AGAP004395	0.016	0.008	0.026	0.007	0.028	0.452	0.742	0.05	0.08	0.319	0.007	0.96	0	0.742	0	0.069	0.032	0.452	0.93	0.415	0.174	0.22	0	0	0.211	0.691	0.378	0.384	""	nucleophosmin 3 [Source:VB Community Annotation]
AGAP000007	0.016	0.006	0	0.128	0.744	0.99	0.768	0.015	0.012	0.007	0.238	0.243	0.038	0	0.234	0.971	0.811	0.188	0.01	0.335	0.014	0.703	0.054	0	0.005	0	0	0	IGL1	contactin-like putative cell adhesion molecule [Source:VB Community Annotation]
AGAP001736	0.016	0.888	0.006	0.466	0.44	0.542	0.267	0.937	0.83	0.253	0.255	0.082	0.09	0.018	0.015	0.025	0.056	0	0.028	0.372	0.01	0.273	0.431	0.06	0.204	0.004	0.305	0.632	""	histone deacetylase 11 [Source:VB Community Annotation]
AGAP001885	0.016	0.658	0.623	0	0	0.23	0.585	0.039	0.334	0.615	0.932	0.291	0.592	0.459	0.738	0.083	0.267	0.489	0.026	0.033	0	0.83	0.524	0.359	0.349	0.086	0.105	0.139	""	WD repeat-containing protein 79 [Source:VB Community Annotation]
AGAP006810	0.016	0.972	0.002	0.059	0.309	0.693	0.878	0.185	0.216	0.94	0.141	0.846	0.104	0.484	0.599	0.244	0.001	0.13	0.298	0.597	0.086	0.002	0.148	0.069	0.098	0.217	0.097	0.236	""	chromatin modification-related protein EAF6 [Source:VB Community Annotation]
AGAP028491	0.016	0.108	0.87	0.927	0.421	0.073	0	0	0	0.619	0.988	0.102	0.348	0.813	0.964	0.462	0.398	0	0.79	0.092	0.032	0.203	0.481	0.74	0.088	0.322	0.487	0.563	""	""
AGAP006969	0.016	0.006	0.315	0.488	0.486	0.639	0.196	0.601	0.997	0.068	0.219	0.114	0.334	0.053	0.174	0.088	0.26	0	0.279	0.984	0.878	0.116	0.417	0.319	0.345	0.131	0.045	0.086	""	solute carrier family 35, member F5 [Source:VB Community Annotation]
AGAP008481	0.016	0.943	0.004	0	0	0.039	0.414	0.011	0.028	0.001	0.013	0.006	0	0.12	0	0	0.001	0	0.982	0.2	0.195	0.434	0.045	0.001	0.597	0.446	0.948	0.448	""	ribonuclease P/MRP protein subunit RPP1 [Source:VB Community Annotation]
AGAP007286	0.016	0.006	0.763	0	0.444	0.821	0.257	0.002	0.01	0.847	0.935	0.139	0.062	0.094	0.038	0.059	0.566	0	0.066	0.953	0.009	0.738	0	0.007	0.009	0.002	0.01	0	Obp48	odorant-binding protein 48 [Source:VB Community Annotation]
AGAP029151	0.016	0.375	0.516	0.011	0.014	0.09	0.004	0.005	0.001	0.152	0.527	0.244	0.623	0.094	0.428	0.078	0.357	0	0.746	0.582	0.098	0.748	0.005	0.688	0.674	0.355	0.343	0.911	""	""
AGAP003267	0.016	0.22	0.637	0.211	0.001	0	0.159	0.134	0.12	0.794	0.091	0.909	0.193	0.408	0.57	0.002	0.001	0.036	0	0	0	0.102	0.664	0.429	0.437	0.527	0.391	0.53	""	""
AGAP010801	0.016	0.36	0	0.001	0.012	0.851	0.089	0.017	0	0.923	0.003	0.741	0	0.582	0.004	0.296	0.109	0.038	0.948	0.915	0.575	0.61	0.269	0	0.107	0.03	0	0.007	""	phosphatidylinositol 4-kinase [Source:VB Community Annotation]
AGAP011927	0.016	0.196	0.009	0.541	0.291	0.858	0.81	0.557	0.013	0.325	0.47	0.031	0.084	0.004	0.031	0.269	0.18	0	0.052	0.089	0.277	0.462	0.098	0	0.412	0.329	0.578	0.011	""	brachyury protein [Source:VB Community Annotation]
AGAP003705	0.016	0.864	0.171	0.026	0.94	0.422	0.998	0.997	0.335	0.27	0	0.224	0	0.421	0	0.671	0.158	0	0.018	0.42	0.091	0.743	0.016	0.006	0.274	0.146	0.038	0.024	""	Set1/Ash2 histone methyltransferase complex subunit ASH2 [Source:VB Community Annotation]
AGAP004035	0.016	0.226	0.103	0.252	0.425	0.851	0.07	0.015	0.018	0.115	0.028	0.052	0.196	0.136	0.219	0.779	0.518	0.13	0.159	0.543	0.975	0.355	0.326	0.927	0.31	0.486	0.763	0.26	GPRFSH	putative glyco-protein hormone fsh-like receptor [Source:VB Community Annotation]
AGAP001512	0.016	0.029	0.434	0	0	0.586	0.222	0.106	0.642	0.269	0	0.285	0	0.909	0	0.604	0	0	0	0	0	0.015	0.536	0.036	0.539	0.929	0.666	0.339	""	glutamate--cysteine ligase catalytic subunit [Source:VB Community Annotation]
AGAP012867	0.016	0.062	0.002	0.009	0.028	0.76	0.012	0.567	0.542							0	0.013	0.618	0.929	0.308	0.993	0.391	0.008	0	0	0	0.006	0	""	odorant-binding protein [Source:VB Community Annotation]
AGAP010571	0.016	0.266	0.185	0.003	0.858	0	0.001	0	0	0.676	0.575	0.529	0.5	0.374	0.351	0	0.519	0.001	0.531	0	0.049	0.331	0.086	0.001	0.342	0.055	0.6	0.517	""	""
AGAP009234	0.016	0.345	0.207	0.881	0	0.841	0.173	0.532	0.07	0.416	0.361	0.202	0.171	0.139	0.087	0.64	0.07	0.461	0.004	0.857	0.001	0.009	0.416	0.83	0.934	0.989	0.784	0.742	""	elongation factor Ts, mitochondrial [Source:VB Community Annotation]
AGAP011478	0.017	0.418	0.04	0.047	0.988	0.084	0.073	0.001	0.03	0.971	0	0.629	0.018	0.044	0	0	0.031	0.417	0	0.972	0	0.086	0.606	0.187	0.008	0.005	0.078	0.238	""	""
AGAP006085	0.017	0.907	0.736	0.791	0.915	0.176	0	0	0	0.982	0.831	0.734	0.548	0.985	0.801	0.259	0.017	0	0.08	0	0.004	0.009	0.185	0.166	0.616	0.04	0.86	0.224	""	ADP-ribose pyrophosphatase [Source:VB Community Annotation]
AGAP006687	0.017	0.884	0.002	0.01	0.521	0.677	0.385	0.878	0.663	0.907	0.043	0.313	0.213	0.288	0.482	0.001	0.019	0.308	0.439	0.683	0.959	0.2	0.435	0	0.012	0	0	0	""	vacuolar fusion protein CCZ1 homolog [Source:VB Community Annotation]
AGAP003041	0.017	0.004	0	0.877	0	0.647	0.66	0.233	0.799	0.038	0.162	0.228	0.006	0.733	0	0.426	0.76	0.02	0.918	0.307	0.257	0.694	0	0.578	0.543	0.676	0.684	0.947	""	""
AGAP028120	0.017	0.437	0.997	0	0.001	0.873	0.26	0	0	0.53	0.728	0.629	0.242	0.339	0.524	0.212	0.001	0.746	0.022	0.014	0	0.025	0.512	0.11	0.229	0.1	0.019	0.31	""	""
AGAP005566	0.017	0.504	0.127	0.117	0	0.656	0.696	0.997	0.886	0.936	0.344	0.66	0.055	0.811	0.494	0.175	0.152	0	0.333	0.415	0.348	0.025	0.352	0	0.017	0	0	0	""	""
AGAP011686	0.017	0.201	0.007	0.98	0.829	0.34	0.491	0.742	0.194	0.64	0.471	0.831	0.922	0.793	0.815	0.723	0.914	0	0	0.015	0	0.066	0	0.067	0.644	0.281	0.978	0.808	""	BTB/POZ domain-containing protein 13 (germ cell-less protein-like 1) [Source:VB Community Annotation]
AGAP011491	0.017	0.006	0.171	0.001	0.508	0.638	0.804	0.937	0.13	0.695	0.01	0.477	0.035	0.301	0.041	0.979	0.202	0.041	0.008	0.694	0.678	0.884	0.631	0.469	0.286	0.566	0.918	0.49	""	Sorting nexin-17 [Source:VB Community Annotation]
AGAP004972	0.017	0.595	0.71	0.01	0	0.613	0.872	0.432	0.788	0.838	0.019	0.473	0.008	0.682	0.088	0.501	0.184	0.026	0.036	0.001	0.033	0	0.135	0	0.004	0	0.005	0	""	OTU domain-containing protein 4 [Source:VB Community Annotation]
AGAP012662	0.017	0.002	0.046	0	0	0.126	0	0	0	0.565	0.035	0.05	0.044	0.373	0.127	0	0.355	0	0.122	0.17	0.087	0.343	0	0.01	0.111	0.311	0.163	0.512	""	omega-amidase [Source:VB Community Annotation]
AGAP002567	0.017	0	0.884	0.64	0.054	0.648	0.097	0.225	0.213	0.012	0.012	0.007	0.005	0.002	0.002	0.995	0.659	0.048	0.019	0.586	0.108	0.448	0.116	0.048	0.653	0	0.115	0.089	""	hormone-sensitive lipase [Source:VB Community Annotation]
AGAP007777	0.017	0.568	0	0	0	0.956	0.16	0.441	0.008	0.107	0.447	0.853	0.06	0.572	0.118	0.83	0.05	0.226	0.002	0	0.008	0.011	0	0	0.007	0.001	0.05	0.067	""	""
AGAP007202	0.017	0.847	0.291	0.993	0.123	0.687	0.799	0.082	0.851	0.002	0.006	0.421	0	0.339	0	0.013	0.141	0.049	0.105	0.73	0	0.081	0	0	0.058	0.722	0.249	0.414	""	""
AGAP012302	0.017	0.048	0.169	0.385	0	0.196	0	0	0	0.992	0.716	0.974	0.761	0.654	0.86	0.808	0	0.283	0	0.111	0.418	0.392	0.785	0.8	0.426	0.02	0.005	0.036	""	sodium-independent sulfate anion transporter [Source:VB Community Annotation]
AGAP004804	0.017	0.223	0	0.241	0.424	0.968	0.845	0.626	0.836	0.676	0.001	0.629	0	0.274	0	0.881	0	0.006	0.195	0.084	0.32	0.419	0.127	0.772	0.554	0.308	0.46	0.446	""	""
AGAP000271	0.017	0.081	0.618	0.139	0.699	0.553	0.1	0.967	0.305	0.12	0	0.325	0	0.019	0	0.115	0.047	0.094	0.045	0.425	0.882	0.204	0.932	0	0	0	0	0	""	""
AGAP002472	0.017	0.114	0.002	0.552	0.22	0.534	0.966	0.15	0.157	0.322	0.012	0.027	0	0.124	0.002	0.19	0.001	0	0.059	0.174	0.965	0.984	0.023	0.81	0.882	0.257	0.962	0.209	""	DNA damage-binding protein 1 [Source:VB Community Annotation]
AGAP002126	0.017				0.842											0.992	0.899	0.702					0.766	0.834	0.952	0.599		0.333	Or37	odorant receptor 37 [Source:VB Community Annotation]
AGAP004787	0.017	0.026	0.104	0.17	0	0.158	0	0	0	0.088	0.579	0.648	0.014	0.965	0.222	0.614	0.689	0.001	0.001	0.671	0.808	0	0.043	0	0.542	0.024	0.05	0.025	""	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q7Q2S4]
