GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AGAP003935	Prosalpha1	26S proteasome alpha 1 subunit [Source:VB Community Annotation]	-0.39	-0.05	0.2	0.27	0.3	0.07	0.12	0.12	0.41	0.1	0.42	0.09	0.4	0.21	0.54	0.17	-0.26	0.58	0.46	0.28	0.53	0.1	-0.23	-0.09	-0.19	-0.04	-0.05	-0.15
AGAP005844		Queuosine salvage protein [Source:UniProtKB/TrEMBL;Acc:Q7Q6H5]	0.58	0.01	0.18	0.3	0.49	0.22	-0.44	-0.18	0.09	0.02	-0.96	-0.26	-1.26	0.05	-0.94	0.31	-0.12	0.67	-0.12	0.19	0.06	-0.94	-0.33	-0.41	-0.01	-0.05	-0.15	-0.06
AGAP005187			0.33	0.0	0.04	-0.15	-0.1	0.36	0.53	0.28	0.22	-1.02	-0.85	-0.96	-0.8	-1.34	-1.17	-0.02	-0.07	0.5	-0.41	-0.35	-0.51	-0.1	-0.06	-0.28	-0.23	-0.17	-0.15	0.05
AGAP010370		solute carrier family 17 (anion/sugar transporter), member 5 [Source:VB Community Annotation]	-0.66	-0.56	-0.64	1.33	0.94	0.3	0.51	0.77	0.55	0.33	0.73	0.65	1.04	0.54	0.95	-0.07	0.59	0.64	0.67	0.6	0.53	-0.53	0.18	-0.47	-0.68	-0.54	-0.55	-0.66
AGAP006235			0.53	0.02	-0.59	0.08	-0.05	0.1	-0.22	-0.13	-0.25	0.0	0.12	0.1	0.21	0.34	0.47	0.25	0.16	-0.24	-0.63	-0.32	-0.39	-0.05	0.14	0.3	0.15	0.18	0.3	0.17
AGAP007440		DNA topoisomerase 2-associated protein PAT1 [Source:VB Community Annotation]	-0.39	-0.15	0.1	-0.12	-0.12	-0.16	-0.01	0.05	-0.11	-0.27	0.0	-0.36	-0.1	-0.4	-0.13	-0.2	0.02	0.26	0.4	0.22	0.1	0.03	0.58	-0.71	-0.2	-0.42	-0.45	-0.23
AGAP001700		translational activator GCN1 [Source:VB Community Annotation]	-0.33	-0.35	0.0	-0.12	-0.1	0.2	0.31	-0.2	-0.06	-0.3	-0.61	-0.5	-0.82	-0.64	-0.95	-0.16	-0.08	0.53	-0.22	-0.28	-0.26	-0.29	0.52	-0.03	0.43	0.31	-0.04	0.25
AGAP002835		alpha-tocopherol transfer protein-like protein [Source:VB Community Annotation]	-1.03	-0.78	-0.34	0.31	-0.03	0.1	0.78	1.31	1.69	2.15	0.43	2.57	0.85	2.45	0.74	-0.24	-0.17	-1.41	1.6	1.79	1.92	1.21	0.48	-0.47	-0.82	-1.0	-0.55	-0.98
AGAP007176			0.48	-0.09	0.12	0.33	0.41	-0.01	-0.2	0.14	-0.07	0.51	0.09	0.44	0.0	0.48	0.06	0.56	0.25	0.3	0.39	0.58	0.23	-0.43	-0.2	-0.64	-0.31	-0.4	-0.52	-0.35
AGAP006793			-0.65	0.59	0.03	-1.45	-0.42	-1.3	-2.76	-3.3	-2.78	0.36	1.69	0.81	2.13	0.02	1.36	0.36	1.29	-1.11	-1.21	-1.11	-0.72	-1.27	-2.48	-0.53	-1.06	-1.43	-1.47	-1.29
AGAP003633			0.35	0.3	-0.08	-0.22	-0.05	0.37	0.31	0.15	0.09	-0.16	0.11	-0.07	0.19	-0.01	0.27	0.0	0.18	-0.14	-0.52	-0.37	-0.62	0.0	-0.11	-0.51	0.01	-0.44	-0.27	-0.26
AGAP008006		Hepatoma-derived GF [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXN5]	-0.35	-0.36	0.09	0.0	0.08	-0.08	0.19	0.36	0.25	-0.34	0.06	-0.41	-0.02	-0.37	0.04	-0.32	-0.18	0.56	0.17	0.2	0.08	0.07	0.14	-0.08	-0.06	-0.09	-0.1	0.07
AGAP011712			0.98	0.02	-1.16	0.27	0.23	0.14	-0.33	-0.03	-0.42	-0.47	0.39	-0.26	0.58	-0.39	0.47	0.26	0.15	-1.03	-0.76	-0.83	-0.8	0.72	0.29	-0.41	-0.35	-0.42	-0.42	-0.35
AGAP028621			0.3	-0.41	-0.24	-0.17	0.12	0.35	0.55	0.74	0.84	-0.69	-1.02	-0.55	-0.89	-0.82	-1.15	0.17	0.12	0.84	-0.2	-0.45	-0.29	0.45	-0.13	-0.1	-0.21	-0.24	-0.17	-0.11
AGAP011507	COE13O	carboxylesterase [Source:VB Community Annotation]	-1.52	1.37	0.52	-0.17	-0.08	0.92	1.68	1.57	1.51	0.43	-0.2	-0.1	-0.74	-0.57	-1.2	-0.33	1.05	-1.41	-0.32	0.48	-0.18	-1.05	0.3	-0.34	-1.1	-0.86	-0.73	-1.01
AGAP000463			-0.36	-0.71	-0.09	0.17	-0.26	0.06	0.69	0.34	0.08	-0.62	-0.42	-0.65	-0.46	-0.73	-0.53	-0.35	-0.11	0.74	0.07	-0.04	-0.1	-0.28	0.29	-0.5	-0.42	-0.44	-0.34	-0.44
AGAP007963		Sarcoplasmic calcium-binding protein [Source:VB Community Annotation]	-0.44	1.02	-0.77	0.17	-0.33	-0.19	0.18	-0.04	-0.41	0.3	2.08	0.46	2.22	0.14	1.92	0.52	-0.13	-2.42	0.35	0.81	0.57	1.23	0.87	-1.05	-0.72	-0.83	-1.36	-1.72
AGAP001133		regulator of nonsense transcripts 1 [Source:VB Community Annotation]	-0.34	-0.16	-0.13	0.28	0.14	0.07	0.2	0.16	0.15	-0.4	0.2	-0.42	0.17	-0.49	0.12	-0.12	0.15	0.16	0.44	0.41	0.25	0.04	0.13	-0.15	-0.26	-0.29	-0.3	-0.15
AGAP012674			-2.51	0.58	-0.68	-1.07	0.33	0.36	-0.53	-0.11	0.65	-0.31		0.1	0.69	-0.01		-2.98	-0.16	-2.07	1.59	0.91	0.85	-0.48	-1.38	-0.53	-0.23	-0.42	-0.6	-0.43
AGAP001941		phosphatidic acid phosphatase type 2 domain-containing protein 1B [Source:VB Community Annotation]	-0.66	-0.31	-0.12	0.03	-0.28	-0.22	-0.08	-0.02	-0.31	-0.76	0.21	-0.88	0.07	-0.54	0.43	-0.21	-0.33	0.82	0.66	0.31	0.32	0.23	0.58	-0.82	-0.23	-0.69	-0.68	-0.75
AGAP003225			-0.62	0.33	1.01	-0.01	-0.07	-0.55	-0.61	-0.73	-0.46	1.15	-1.96	0.48	-2.64	0.66	-2.45	-0.09	-1.38	0.08	-0.28	0.13	0.03	-1.62	-0.28	0.65	0.27	0.46	0.6	0.55
AGAP012181			-0.5	-0.07	-0.66	0.03	0.02	-0.34	-0.26	-0.22	-0.42	0.48	0.63	0.9	1.04	0.7	0.86	0.34	0.44	-0.95	0.66	0.54	0.92	0.43	0.87	-0.54	-0.46	-0.25	-0.68	-0.7
AGAP011960		tRNA-specific 2-thiouridylase [Source:VB Community Annotation]	0.59	0.42	0.13	0.34	0.05	0.15	0.13	0.23	0.19	0.65	-0.15	0.49	-0.32	0.59	-0.21	0.47	0.14	0.5	-0.18	-0.05	-0.05	-0.46	-0.14	0.86	0.95	0.79	0.98	0.89
AGAP002493			0.32	-0.23	-0.45	0.18	0.33	0.41	0.59	0.44	0.37	-1.18	-0.34	-1.14	-0.31	-1.24	-0.39	0.03	0.54	0.49	-0.36	-0.17	-0.2	-0.28	0.21	-0.3	0.05	-0.01	-0.05	0.08
AGAP002603		elongation factor 1 alpha-like protein [Source:VB Community Annotation]	0.4	0.2	-0.15	0.13	0.16	-0.19	-0.45	-0.3	-0.23	0.16	0.46	0.33	0.62	0.21	0.52	0.27	0.13	0.32	-0.39	-0.29	-0.31	0.09	0.03	0.3	0.36	0.17	0.31	0.3
AGAP009866		dolichol-phosphate mannosyltransferase [Source:VB Community Annotation]	-0.53	-0.2	-0.05	-0.01	0.0	-0.13	-0.17	0.07	0.07	0.22	-0.05	0.17	-0.12	0.22	-0.04	0.09	-0.26	0.66	-0.08	-0.14	-0.14	-0.48	-0.25	-1.8	-1.91	-2.05	-1.8	-2.02
AGAP007205		RAT1-interacting protein [Source:VB Community Annotation]	0.65	0.47	0.29	0.75	0.93	-0.16	-0.25	-0.32	-0.24	0.03	-0.36	0.13	-0.26	-0.09	-0.47	0.54	-0.3	0.18	-0.82	-0.41	-0.59	-0.53	-0.56	0.2	-0.3	0.67	0.55	0.7
AGAP002173		WD repeat domain 20b [Source:VB Community Annotation]	0.33	0.05	0.1	-0.18	-0.03	-0.07	0.26	0.35	0.17	0.22	-0.58	0.27	-0.54	0.37	-0.42	-0.3	-0.3	0.31	-0.23	-0.26	-0.24	0.06	0.16	0.28	0.31	0.16	0.03	0.18
AGAP011789	CLIPA6	CLIP-domain serine protease [Source:VB Community Annotation]	-0.58	-0.29	0.37	-0.04	0.18	0.26	1.43	1.43	2.31	-0.9	-0.88	-0.59	-0.58	-0.46	-0.44	-0.62	-0.32	1.18	0.46	-0.06	-0.02	0.73	0.12	-0.55	-0.67	-0.83	-0.62	-0.66
AGAP006626		Armadillo repeat-containing protein 8 [Source:VB Community Annotation]	-0.38	-0.41	0.15	-0.25	-0.38	-0.1	0.15	0.19	0.02	0.05	-0.07	-0.1	-0.23	-0.06	-0.18	0.05	-0.24	0.21	-0.26	0.01	-0.22	0.5	-0.07	0.08	0.16	0.07	0.1	0.16
AGAP028146			-0.4	-0.31	0.08	-0.19	-0.54	-0.13	0.15	0.18	0.06	0.87	0.15	0.64	-0.1	0.76	0.04	-0.25	-0.61	-0.04	-0.28	0.23	0.24	-0.27	-0.38	0.45	0.28	0.36	0.43	0.33
AGAP002778		protein misato [Source:VB Community Annotation]	-0.48	-0.31	0.17	-0.17	-0.34	-0.43	-0.66	-0.75	-0.64	0.32	-0.74	0.14	-0.94	-0.06	-1.12	-0.18	-0.32	0.43	0.1	0.44	-0.31	-0.25	-0.89	0.34	0.72	0.48	0.29	0.39
AGAP003772		NADPH oxidase 4 [Source:VB Community Annotation]	1.64	1.08	-0.58	-1.98	-1.22	-0.91	-0.55	0.54	-1.06	0.76	0.09	0.27	-0.43	0.4	-0.28	0.04	-0.97	-2.31	0.53	0.48	1.26	-0.48	0.51	-1.67	-0.65	-1.27	-1.13	-1.62
AGAP000912		Sorting nexin-25 [Source:VB Community Annotation]	0.43	0.16	-0.16	0.16	0.1	0.67	0.95	0.13	0.03	-0.64	-0.12	-0.65	-0.14	-0.66	-0.13	0.31	0.31	-0.09	-0.13	-0.4	-0.37	-0.36	-0.3	-0.02	-0.02	-0.02	0.07	0.05
AGAP002999			-0.69	-0.28	-0.27	0.03	0.48	-0.61	-0.67	0.2	0.02	-0.83	1.81	-0.88	1.74	-0.93	1.71	0.36	-0.19	-0.59	-0.54	-0.64	-0.56	0.26	-0.53	-1.09	-0.92	-0.88	-0.7	-0.98
AGAP003681		huntingtin [Source:VB Community Annotation]	0.42	0.06	-0.26	-0.31	-0.09	0.16	0.04	-0.07	-0.06	-0.43	-0.23	-0.19	0.0	-0.18	0.03	0.0	0.04	-0.01	-0.13	-0.19	-0.23	-0.56	0.23	-0.11	0.1	0.05	-0.04	-0.04
AGAP007155			2.55	-0.04	-0.9	0.87	2.1	0.72	1.16	0.59	0.38	2.25	0.43	2.29	0.45	1.99	0.16	2.09	1.98	0.41	4.04	0.77	5.47	-0.45	1.23	0.82	1.12	2.13	2.86	2.18
AGAP004483		Lethal giant larvae [Source:VB Community Annotation]	-0.35	-0.12	0.25	-0.12	0.02	-0.15	0.22	0.1	0.03	-0.65	-0.56	-0.71	-0.63	-0.92	-0.82	-0.11	-0.25	0.55	1.05	0.36	0.69	-0.12	-0.01	-0.1	0.17	-0.1	-0.09	-0.1
AGAP005810			-2.05	-3.4	-0.51	-4.44	-3.0	-1.48	-1.53	-0.82	-3.7	3.38	0.22	4.41	1.24	3.46	0.29	-0.63	-0.45	-3.59	-0.38	-0.15	-0.42	-0.52	-0.57	-0.3	-0.45	0.49	0.83	0.26
AGAP012161		Guanylate cyclase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7PZZ2]	0.57	0.25	-0.63	-0.25	-0.22	-0.26	-0.73	-1.08	-1.01	0.49	1.08	0.38	0.96	0.2	0.81	0.15	-0.15	-1.0	-0.74	-0.23	-0.4	0.81	0.7	-0.81	-0.53	-0.42	-0.58	-0.55
AGAP003587		solute carrier family 26 (sodium-independent sulfate anion transporter) [Source:VB Community Annotation]	-0.51	-1.3	-0.61	0.23	0.42	-0.71	-0.75	-1.39	-1.8	0.84	1.1	1.11	1.36	0.35	0.61	-0.07	0.96	0.1	0.48	0.99	0.86	0.18	-1.08	-0.49	-0.8	-0.65	-0.61	-0.72
AGAP006229	Vps20	vacuolar protein sorting 20 [Source:VB Community Annotation]	-0.43	-0.01	0.18	-0.08	-0.11	0.0	-0.19	-0.25	-0.26	0.25	-0.15	0.42	0.01	0.4	0.0	-0.08	0.03	-0.3	-0.09	-0.35	-0.01	0.35	-0.45	0.45	0.32	0.27	0.21	0.24
AGAP011705		UPF0518 protein AGAP011705 [Source:VB Community Annotation]	-0.38	-0.13	-0.09	-0.13	0.12	0.11	0.27	0.34	0.12	-0.02	0.0	0.1	0.11	0.15	0.18	-0.28	-0.22	0.54	0.46	0.6	0.68	0.37	0.39	0.03	0.03	0.07	-0.15	0.0
AGAP009587		AP endonuclease 1 [Source:VB Community Annotation]	0.39	0.09	0.05	-0.02	0.17	0.71	0.56	0.29	0.32	-0.64	-0.9	-0.88	-1.15	-0.86	-1.12	0.28	-0.02	0.5	0.23	0.24	-0.15	-0.75	0.2	1.04	0.88	1.12	1.32	1.17
AGAP009880		anaphase-promoting complex subunit 8 [Source:VB Community Annotation]	-0.5	-0.11	0.41	-0.09	0.04	-0.06	0.05	-0.09	0.05	0.37	-0.92	0.05	-1.26	0.07	-1.23	-0.08	-0.8	0.67	-0.09	0.1	-0.39	-0.93	-0.79	0.41	0.39	0.58	0.61	0.66
AGAP012152			-0.63	-0.43	0.3	0.36	0.15	0.33	0.19	0.71	0.21	-0.43	0.31	-0.34	0.39	0.27	1.01	0.36	0.12	0.44	-0.52	0.44	-0.21	1.65	0.63	0.12	0.02	-0.07	0.04	-0.02
AGAP001712		actin related protein 2/3 complex, subunit 3 [Source:VB Community Annotation]	-0.69	0.3	0.15	0.1	0.21	-0.13	-0.57	-0.14	-0.26	-0.16	0.07	-0.06	0.15	-0.05	0.19	-0.09	-0.21	0.25	0.69	-0.16	0.27	-0.84	-0.32	-0.17	0.18	-0.33	-0.28	-0.44
AGAP008357		kinesin family member 26 [Source:VB Community Annotation]	2.12	0.17	0.36	0.98	-0.45	0.26	-0.49	-0.92	-0.97	0.22	0.32	0.18	0.28	0.33	0.44	1.37	0.84	-0.91	-1.07	-0.9	-0.95	-0.19	1.3	-0.8	-0.67	-0.64	-0.49	-0.44
AGAP002466		potassium channel, subfamily K [Source:VB Community Annotation]	0.75	0.37	-1.5	0.33	0.12	-0.54	-1.38	-1.56	-0.75	0.13	0.16	0.56	0.57	0.77	0.8	0.24	0.21	-1.56	-0.81	-0.84	-0.46	0.3	-0.27	-0.19	-0.27	-0.23	-0.24	-0.33
AGAP008096		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXA1]	-0.59	-0.52	0.26	-0.45	-0.57	0.11	-0.18	-0.05	-0.25	0.18	-0.66	0.06	-0.79	-0.01	-0.85	-0.02	-0.23	0.71	0.97	1.15	0.75	-0.27	-0.07	-0.23	0.1	-0.15	-0.37	-0.08
AGAP000253		solute carrier family 25 [Source:VB Community Annotation]	0.72	0.27	0.96	0.26	0.05	-0.43	0.57	0.06	0.34	0.91	1.14	1.1	1.32	1.01	1.25	0.49	0.3	-0.56	0.35	-0.1	0.65	2.25	0.08	-0.83	-0.68	-0.99	-0.96	-1.07
AGAP008012			-1.38	-1.31	0.72	0.08	-0.13	1.3	2.09	2.55	2.47	0.01	-0.01	0.34	0.31	0.17	0.15	-1.12	-0.12	1.98	0.05	0.22	0.66	1.27	0.98	0.27	-0.57	-0.33	0.03	-0.18
AGAP002337	eIF3d	Eukaryotic translation initiation factor 3 subunit D [Source:UniProtKB/Swiss-Prot;Acc:Q7QBW3]	-0.36	-0.15	0.13	-0.17	-0.38	-0.28	-0.26	-0.24	-0.09	-0.2	0.11	-0.64	-0.35	-0.78	-0.48	-0.28	-0.26	0.48	0.13	0.01	-0.03	-0.44	-0.33	0.42	0.56	0.51	0.2	0.34
AGAP001881		protease m1 zinc metalloprotease [Source:VB Community Annotation]	0.59	0.11	-0.36	-0.31	0.73	1.55	1.05	1.37	1.38	-1.77	-1.79	-0.62	-0.65	-1.29	-1.31	0.23	1.18	0.54	0.09	-0.33	-0.1	0.82	0.37	0.39	0.67	0.53	0.68	0.04
AGAP004964			1.58	1.04	0.73	0.91	-2.77	3.18	2.87	3.99	3.52	0.03	0.32	-0.32	-0.04	-0.36	-0.07	0.97	1.52	-0.81	0.13	0.07	0.44	0.18	-0.3	0.56	0.45	0.22	0.24	0.25
AGAP009956			0.46	0.15	-0.04	0.31	0.33	0.29	0.07	0.15	0.29	-0.18	0.24	-0.09	0.32	0.03	0.46	0.54	0.31	0.11	-0.69	-0.53	-0.31	-0.4	-0.19	-0.18	-0.11	-0.2	-0.18	-0.2
AGAP005229			0.5	0.79	-0.58	0.05	0.32	0.06	-0.38	-1.07	-1.19	-0.73	0.16	-0.04	0.85	-0.5	0.38	0.95	0.78	-0.61	-0.5	-0.45	-0.57	0.14	-0.3	-0.63	-0.35	-0.44	-0.48	-0.52
AGAP010212		prefoldin subunit 1 [Source:VB Community Annotation]	0.36	0.14	0.24	-0.05	-0.02	0.2	-0.16	0.4	0.37	0.44	-0.21	0.33	-0.33	0.36	-0.28	-0.04	-0.05	0.37	-0.05	-0.07	0.0	0.0	-0.57	0.28	0.06	0.06	0.03	-0.11
AGAP008673		cell cycle checkpoint protein [Source:VB Community Annotation]	-1.37	0.57	0.28	-1.5	-2.16	-0.4	-0.23	-0.13	-0.69	-0.32	-1.04	-0.63	-1.37	-0.26	-0.96	-0.89	-1.0	-2.06	0.13	-0.04	0.03	-1.1	0.03	0.25	0.32	0.34	0.47	0.26
AGAP007674		GIPC PDZ domain containing family, member 2 [Source:VB Community Annotation]	-0.45	-0.08	-0.18	-0.32	0.51	0.07	-0.46	-0.63	-0.75	-0.15	0.18	-0.13	0.19	-0.1	0.24	-0.18	0.66	-0.19	0.35	0.29	-0.1	0.63	0.42	-0.5	-0.53	-0.49	-0.61	-0.59
AGAP009603	SLC25A27	mitochondrial uncoupling protein (solute carrier family 25) [Source:VB Community Annotation]	0.31	0.33	0.99	-0.34	0.13	-0.83	-0.02	-0.03	-0.2	0.51	0.78	0.41	0.67	0.03	0.31	-0.04	0.47	0.22	0.29	0.24	0.74	0.49	0.21	0.22	-0.04	0.05	-0.05	-0.2
AGAP028473			3.24	1.39	0.48	5.88	2.98	1.92	3.02	2.42	0.18	0.09	2.25	-1.14	0.98	-0.07	2.09	6.46	2.5	2.31	-0.69	-0.08	-0.11	1.52	-0.22	-0.54	-0.84	0.25	0.79	-0.08
AGAP004714			0.93	0.36	-0.77	-0.23	-0.4	0.31	-0.13	0.36	0.24	0.37	0.45	0.53	0.61	0.49	0.58	-0.15	0.74	-1.13	-0.13	0.2	0.01	0.24	-0.27	0.05	-0.22	0.08	0.06	-0.11
AGAP008626		Androgen-induced 1 [Source:VB Community Annotation]	0.47	-0.03	-0.51	0.44	-0.28	0.07	0.04	0.31	0.32	0.38	0.41	0.57	0.59	0.72	0.75	0.13	-0.31	0.16	-0.59	-0.71	-0.68	0.26	0.37	0.01	0.28	0.38	0.19	0.29
AGAP007518			0.42	0.13	-0.19	-0.04	0.01	-0.03	0.1	-0.07	-0.21	-0.06	0.4	0.1	0.55	0.03	0.49	0.42	0.23	-0.27	-0.19	-0.27	-0.34	0.11	0.21	-0.14	-0.07	-0.15	-0.28	-0.13
AGAP010178			-0.57	-0.85	0.45	-0.57	-0.38	1.6	1.94	2.1	1.87	-0.6	-1.14	-0.31	-0.87	0.15	-0.39	-0.45	-0.15	1.41	-0.5	-0.05	0.1	1.27	1.54	0.25	-0.04	-0.36	-0.07	-0.51
AGAP007396		epsin [Source:VB Community Annotation]	-0.39	-0.07	-0.44	-0.04	0.11	0.64	0.34	0.2	0.05	-0.44	0.47	-0.71	0.19	-0.12	0.79	-0.45	0.22	-0.09	-0.06	0.18	-0.21	-0.21	0.88	0.09	0.11	-0.04	0.07	0.05
AGAP003476		protein BCP1 [Source:VB Community Annotation]	-0.49	0.05	0.45	-0.15	-0.2	-0.37	-0.21	-0.31	-0.21	0.32	-0.15	0.18	-0.31	0.11	-0.36	-0.56	-0.15	-0.14	0.17	0.18	0.08	0.41	-0.69	0.14	0.12	-0.12	0.1	0.0
AGAP005180			0.62	0.51	0.22	0.44	0.45	-0.22	-0.69	-0.5	-0.55	-0.2	-0.8	0.06	-0.56	0.39	-0.21	0.31	-0.16	0.04	-0.59	-0.08	-0.27	-0.94	-0.06	0.3	0.22	-0.12	0.06	-0.01
AGAP009252			-0.78	-0.76	0.13	0.32	-0.03	1.1	1.26	1.84	1.85	6.5	0.04	7.02	0.56	6.92	0.44	0.86	0.11	-0.85	-1.06	-0.55	-1.1	0.73	-0.46	-0.32	-0.35	-0.29	0.04	-0.5
AGAP009120			-0.59	-0.96	-0.28	0.63	0.39	-0.25	-0.55	-0.12	-0.03	-0.11	0.66	0.16	0.91	0.38	1.15	0.19	0.09	0.91	-0.65	-0.21	-0.54	0.01	0.5	0.55	0.72	0.39	0.64	0.54
AGAP006001	CPR26	cuticular protein RR-1 family 26 [Source:VB Community Annotation]	-1.69	-0.32	-0.25	-0.21	-3.16	-0.54	0.68	0.92	0.88	1.56	5.56	1.82	5.81	1.41	5.4	0.08	-0.56	-2.68	1.39	1.04	2.03	2.23	0.29	-0.48	0.7	1.06	0.54	0.04
AGAP001985		soluble guanylate cyclase 88E [Source:VB Community Annotation]	0.74	0.45	-1.07	-0.04	0.14	0.23	-0.16	-0.55	-0.48	-0.25	0.53	0.15	0.91	-0.11	0.67	0.1	0.6	-0.22	-0.35	-0.53	-0.18	-0.13	-0.31	-0.85	-1.15	-0.62	-0.69	-0.68
AGAP002253		TatD DNase family protein [Source:VB Community Annotation]	-0.33	-0.18	-0.35	-0.1	-0.35	-0.23	-0.25	-0.15	-0.36	0.43	0.2	0.48	0.23	0.33	0.11	-0.08	-0.05	-0.26	-0.08	0.17	0.05	0.82	0.41	0.14	0.08	-0.04	0.03	0.01
AGAP006403		polycomb group RING finger protein 4 [Source:VB Community Annotation]	-0.46	-0.06	0.11	-0.18	-0.01	-0.02	0.16	-0.68	-0.78	-0.73	-0.49	-0.73	-0.5	-1.09	-0.84	-0.23	-0.5	-0.1	-0.72	-0.86	-0.73	-0.44	-0.16	-0.1	-0.28	-0.26	-0.13	0.03
AGAP005861		Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q5TRB4]	0.34	0.36	-0.01	-0.11	0.08	0.32	0.04	0.52	0.53	0.06	-0.25	0.05	-0.27	0.02	-0.28	0.04	0.12	0.38	-0.16	-0.53	-0.18	0.73	-0.21	0.09	-0.11	0.04	-0.13	-0.17
AGAP001687			-1.09	0.67	-0.31	-0.03	1.33	1.06	-0.84	-1.74	-1.83	0.79	1.93	0.89	2.02	1.33	2.49	0.98	2.5	-0.74	0.77	0.38	0.72	0.16	0.51	0.21	-0.08	0.37	0.31	0.44
AGAP007784		enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [Source:VB Community Annotation]	-0.42	-0.28	0.68	-0.19	-0.12	0.02	1.04	1.37	1.27	-0.33	-0.79	-0.32	-0.8	-0.5	-0.96	-0.44	-0.1	1.14	-0.46	-0.29	-0.12	0.98	0.23	0.38	0.13	0.24	0.01	0.13
AGAP000245			0.36	0.2	-0.2	0.08	0.04	-0.15	0.06	0.41	0.13	0.09	0.18	0.08	0.16	0.18	0.26	0.12	0.04	-0.24	0.08	0.0	-0.1	-0.01	0.41	-0.42	-0.22	-0.35	-0.3	-0.26
AGAP003221	ABCC3	ATP-binding cassette transporter (ABC transporter) family C member 3 [Source:VB Community Annotation]	-0.51	-0.86	0.1	0.75	1.01	0.86	1.0	1.14	0.84	-0.24	0.49	-0.16	0.56	-0.57	0.16	0.23	1.01	1.2	0.28	-0.64	0.36	-0.14	0.24	-0.07	-0.38	0.15	-0.19	0.08
AGAP004696	exd	Homeobox protein extradenticle [Source:UniProtKB/Swiss-Prot;Acc:Q7PMT1]	0.38	0.32	0.42	0.18	0.03	0.45	0.64	0.52	0.45	0.08	-0.24	-0.2	-0.54	-0.16	-0.48	-0.11	0.34	0.11	0.96	0.51	1.03	0.1	-0.36	-0.01	-0.18	0.01	0.01	0.07
AGAP001165		zinc finger protein DZIP1 [Source:VB Community Annotation]	1.52	-0.6	-0.93	0.86	0.44	-0.42	-1.48	-0.86	-1.04	-1.32	-0.81	-0.7	-0.19	-1.81	-1.27	1.21	0.75	-0.07	-2.54	-1.46	-0.99	-0.17	-1.48	-0.91	-0.5	-0.74	0.13	-0.75
AGAP009010			-0.66	-0.05	0.28	0.23	0.17	0.32	-0.01	0.23	0.12	0.24	0.44	0.15	0.32	0.09	0.29	-0.04	-0.38	0.08	-0.41	-0.09	-0.3	-0.66	-0.45	0.27	0.25	0.09	0.2	0.22
AGAP006817		FACT complex subunit SPT16 [Source:VB Community Annotation]	-0.33	-0.42	-0.01	-0.49	-0.49	0.1	0.12	-0.09	-0.13	-0.29	-0.3	-0.47	-0.49	-0.49	-0.5	0.06	-0.27	0.64	0.08	0.3	-0.08	-0.24	0.37	0.01	0.04	-0.08	-0.01	0.1
AGAP009446		solute carrier family 9 (sodium/hydrogen exchanger), member 8 [Source:VB Community Annotation]	0.39	-0.3	-0.22	0.11	0.34	-0.18	-0.23	0.05	-0.18	-0.08	-0.07	0.12	0.11	-0.03	-0.02	0.35	0.26	0.2	-0.29	-0.54	-0.32	0.37	-0.11	0.31	0.56	0.31	0.18	0.31
AGAP029055			-1.15	-1.1	-0.69	-0.69	-1.47	0.45	1.13	2.91	2.82	-1.0	0.97	-1.03	0.93	-0.8	1.18	0.23	0.33	0.98	0.67	0.68	1.2	1.36	0.76	-0.64	-0.58	-0.6	-0.52	-0.77
AGAP011062		hemoglobin (Heterodimeric) [Source:VB Community Annotation]	0.55	0.09	-0.98	-0.04	-0.21	0.18	-0.67	-0.34	-0.48	0.03	2.8	0.14	2.88	0.61	3.38	0.48	0.2	-0.62	-0.44	-0.78	-0.48	0.18	0.0	-0.39	-0.66	-0.63	-0.31	-0.55
AGAP008155		forkhead box protein D [Source:VB Community Annotation]	1.49	-0.19	-1.26	0.13	0.35	-0.07	-1.39	-1.11	-1.43	-0.02	0.3	0.39	0.7	0.51	0.83	0.92	0.46	-1.06	-1.22	-1.69	-1.31	0.54	-0.4	-0.86	-0.7	-0.59	-0.08	-0.57
